Cipher,Mode,CPU,Length,Speed
AES-256-CTR,Encryption Only,Hisilicon Kirin 9000S (Mate 60),1024,7.86
AES-256-CTR,Encryption Only,Hisilicon Kirin 9000S (Mate 60),2048,9.63
AES-256-CTR,Encryption Only,Hisilicon Kirin 9000S (Mate 60),4096,11.77
AES-256-CTR,Encryption Only,Hisilicon Kirin 9000S (Mate 60),8192,28.84
AES-256-CTR,Encryption Only,Hisilicon Kirin 9000S (Mate 60),16384,29.47
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),64,3.1
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),256,5.16
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),1024,6.19
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),2048,6.4
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),4096,6.09
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),8192,6.39
AES-256-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),16384,6.5
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),64,3.99
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),256,15.3
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),1024,42.86
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),2048,61.31
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),4096,78.07
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),8192,89.7
HiAE,AEAD,Hisilicon Kirin 9000S (Mate 60),16384,97.67
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),64,5.67
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),256,23.89
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),1024,57.51
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),2048,75.3
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),4096,89.01
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),8192,98.02
HiAE,Encryption Only,Hisilicon Kirin 9000S (Mate 60),16384,102.24
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),64,6.8
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),256,21.24
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),1024,45.53
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),2048,56.25
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),4096,63.77
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),8192,68.26
Rocca,AEAD,Hisilicon Kirin 9000S (Mate 60),16384,70.82
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),64,1.81
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),256,15.46
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),1024,46.88
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),2048,59.07
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),4096,65.43
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),8192,69.32
Rocca,Encryption Only,Hisilicon Kirin 9000S (Mate 60),16384,71.32
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),64,5.39
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),256,17.01
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),1024,36.79
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),2048,44.37
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),4096,52.26
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),8192,55.65
Rocca-S,AEAD,Hisilicon Kirin 9000S (Mate 60),16384,58.49
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),64,3.45
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),256,13.18
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),1024,39.4
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),2048,48.71
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),4096,53.52
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),8192,55.38
Rocca-S,Encryption Only,Hisilicon Kirin 9000S (Mate 60),16384,58.37
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),64,1.36
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),256,5.45
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),1024,11.09
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),2048,17.97
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),4096,18.13
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),8192,18.65
SNOW-V,Encryption Only,Hisilicon Kirin 9000S (Mate 60),16384,18.94
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),64,3.02
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),256,4.6
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),1024,5.29
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),2048,5.43
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),4096,5.5
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),8192,5.54
SNOW-V-GCM,AEAD,Hisilicon Kirin 9000S (Mate 60),16384,5.55
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,64,3.128888889
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,256,8.971111111
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,1024,16.79
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,2048,19.65333333
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,4096,21.49428571
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,8192,22.56285714
AEGIS-128L,AEAD,Hisilicon Kunpeng 920,16384,23.13125
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,64,4.74
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,256,12.02
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,1024,19.08
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,2048,21.12
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,4096,22.37
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,8192,22.99
AEGIS-128L,Encryption Only,Hisilicon Kunpeng 920,16384,23.36
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,64,9.11
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,256,16.12
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,1024,19.93
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,2048,20.93
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,4096,21.2
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,8192,21.42
AES-256-CTR,Encryption Only,Hisilicon Kunpeng 920,16384,21.52
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,64,1.48
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,256,2.08
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,1024,2.31
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,2048,2.35
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,4096,2.38
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,8192,2.39
AES-256-GCM,AEAD,Hisilicon Kunpeng 920,16384,2.39
HiAE,AEAD,Hisilicon Kunpeng 920,64,2.91
HiAE,AEAD,Hisilicon Kunpeng 920,256,10.96
HiAE,AEAD,Hisilicon Kunpeng 920,1024,27.94222222
HiAE,AEAD,Hisilicon Kunpeng 920,2048,37.59777778
HiAE,AEAD,Hisilicon Kunpeng 920,4096,45.26555556
HiAE,AEAD,Hisilicon Kunpeng 920,8192,50.63666667
HiAE,AEAD,Hisilicon Kunpeng 920,16384,53.63333333
HiAE,Encryption Only,Hisilicon Kunpeng 920,64,5.5
HiAE,Encryption Only,Hisilicon Kunpeng 920,256,19.93
HiAE,Encryption Only,Hisilicon Kunpeng 920,1024,39.27
HiAE,Encryption Only,Hisilicon Kunpeng 920,2048,46.45
HiAE,Encryption Only,Hisilicon Kunpeng 920,4096,51.79
HiAE,Encryption Only,Hisilicon Kunpeng 920,8192,54.79
HiAE,Encryption Only,Hisilicon Kunpeng 920,16384,56.14
Rocca,AEAD,Hisilicon Kunpeng 920,64,2.241111111
Rocca,AEAD,Hisilicon Kunpeng 920,256,7.775555556
Rocca,AEAD,Hisilicon Kunpeng 920,1024,20.36571429
Rocca,AEAD,Hisilicon Kunpeng 920,2048,27.85666667
Rocca,AEAD,Hisilicon Kunpeng 920,4096,34.13625
Rocca,AEAD,Hisilicon Kunpeng 920,8192,38.52222222
Rocca,AEAD,Hisilicon Kunpeng 920,16384,41.25555556
Rocca,Encryption Only,Hisilicon Kunpeng 920,64,5.03
Rocca,Encryption Only,Hisilicon Kunpeng 920,256,15.02
Rocca,Encryption Only,Hisilicon Kunpeng 920,1024,29.59
Rocca,Encryption Only,Hisilicon Kunpeng 920,2048,35.52
Rocca,Encryption Only,Hisilicon Kunpeng 920,4096,39.36
Rocca,Encryption Only,Hisilicon Kunpeng 920,8192,41.56
Rocca,Encryption Only,Hisilicon Kunpeng 920,16384,42.95
Rocca-S,AEAD,Hisilicon Kunpeng 920,64,2.121111111
Rocca-S,AEAD,Hisilicon Kunpeng 920,256,7.212222222
Rocca-S,AEAD,Hisilicon Kunpeng 920,1024,18.12111111
Rocca-S,AEAD,Hisilicon Kunpeng 920,2048,24.45444444
Rocca-S,AEAD,Hisilicon Kunpeng 920,4096,29.18888889
Rocca-S,AEAD,Hisilicon Kunpeng 920,8192,32.5625
Rocca-S,AEAD,Hisilicon Kunpeng 920,16384,34.58888889
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,64,4.53
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,256,13.19
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,1024,25.15
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,2048,29.67
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,4096,32.76
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,8192,34.31
Rocca-S,Encryption Only,Hisilicon Kunpeng 920,16384,34.97
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,64,2.25
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,256,6.15
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,1024,10.79
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,2048,12.44
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,4096,13.35
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,8192,13.92
SNOW-V,Encryption Only,Hisilicon Kunpeng 920,16384,14.19
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,64,2.47
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,256,3.97
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,1024,4.67
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,2048,4.81
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,4096,4.89
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,8192,4.93
SNOW-V-GCM,AEAD,Hisilicon Kunpeng 920,16384,4.95
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,64,10.65444444
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,256,34.12625
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,1024,73.23777778
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,2048,94.14
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,4096,106.7033333
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,8192,115.4144444
AEGIS-128L,AEAD,Intel Xeon Gold 6242R,16384,120.4422222
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,64,15.27
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,256,44.14
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,1024,86.67
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,2048,102.12
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,4096,112.26
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,8192,118.3
AEGIS-128L,Encryption Only,Intel Xeon Gold 6242R,16384,120.98
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,64,17.38
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,256,29.19
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,1024,34.24
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,2048,35.37
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,4096,36.05
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,8192,36.15
AES-256-CTR,Encryption Only,Intel Xeon Gold 6242R,16384,36.29
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,64,10.6487944
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,256,19.6020064
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,1024,29.7175064
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,2048,32.5713696
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,4096,34.495048
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,8192,35.41327296
AES-256-GCM,AEAD,Intel Xeon Gold 6242R,16384,31.95
HiAE,AEAD,Intel Xeon Gold 6242R,64,8.285555556
HiAE,AEAD,Intel Xeon Gold 6242R,256,34.55888889
HiAE,AEAD,Intel Xeon Gold 6242R,1024,84.41555556
HiAE,AEAD,Intel Xeon Gold 6242R,2048,112.9
HiAE,AEAD,Intel Xeon Gold 6242R,4096,120.82
HiAE,AEAD,Intel Xeon Gold 6242R,8192,129.8144444
HiAE,AEAD,Intel Xeon Gold 6242R,16384,134.4877778
HiAE,Encryption Only,Intel Xeon Gold 6242R,64,15.36
HiAE,Encryption Only,Intel Xeon Gold 6242R,256,59.09
HiAE,Encryption Only,Intel Xeon Gold 6242R,1024,116.08
HiAE,Encryption Only,Intel Xeon Gold 6242R,2048,135.31
HiAE,Encryption Only,Intel Xeon Gold 6242R,4096,132.23
HiAE,Encryption Only,Intel Xeon Gold 6242R,8192,137.75
HiAE,Encryption Only,Intel Xeon Gold 6242R,16384,139.34
Rocca,AEAD,Intel Xeon Gold 6242R,64,8.03125
Rocca,AEAD,Intel Xeon Gold 6242R,256,27.86888889
Rocca,AEAD,Intel Xeon Gold 6242R,1024,74.16777778
Rocca,AEAD,Intel Xeon Gold 6242R,2048,102.1088889
Rocca,AEAD,Intel Xeon Gold 6242R,4096,123.1044444
Rocca,AEAD,Intel Xeon Gold 6242R,8192,141.6344444
Rocca,AEAD,Intel Xeon Gold 6242R,16384,152.6922222
Rocca,Encryption Only,Intel Xeon Gold 6242R,64,6.95
Rocca,Encryption Only,Intel Xeon Gold 6242R,256,30.13
Rocca,Encryption Only,Intel Xeon Gold 6242R,1024,101.44
Rocca,Encryption Only,Intel Xeon Gold 6242R,2048,125.51
Rocca,Encryption Only,Intel Xeon Gold 6242R,4096,139.51
Rocca,Encryption Only,Intel Xeon Gold 6242R,8192,150.04
Rocca,Encryption Only,Intel Xeon Gold 6242R,16384,157.94
Rocca-S,AEAD,Intel Xeon Gold 6242R,64,6.65
Rocca-S,AEAD,Intel Xeon Gold 6242R,256,22.94444444
Rocca-S,AEAD,Intel Xeon Gold 6242R,1024,58.65666667
Rocca-S,AEAD,Intel Xeon Gold 6242R,2048,79.75666667
Rocca-S,AEAD,Intel Xeon Gold 6242R,4096,96.99777778
Rocca-S,AEAD,Intel Xeon Gold 6242R,8192,109.0455556
Rocca-S,AEAD,Intel Xeon Gold 6242R,16384,116.1411111
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,64,6.88
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,256,29.39
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,1024,80.58
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,2048,98.18
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,4096,108.54
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,8192,115.94
Rocca-S,Encryption Only,Intel Xeon Gold 6242R,16384,119.64
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,64,4.15
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,256,14.38
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,1024,28.05
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,2048,33.03
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,4096,35.55
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,8192,37.6
SNOW-V,Encryption Only,Intel Xeon Gold 6242R,16384,38.4
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,64,7.99
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,256,13.32555556
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,1024,15.96666667
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,2048,16.52333333
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,4096,16.83666667
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,8192,16.98888889
SNOW-V-GCM,AEAD,Intel Xeon Gold 6242R,16384,17.03666667
AEGIS-128L,AEAD,Intel Xeon Gold 6326,64,13.30666667
AEGIS-128L,AEAD,Intel Xeon Gold 6326,256,39.90777778
AEGIS-128L,AEAD,Intel Xeon Gold 6326,1024,80.37666667
AEGIS-128L,AEAD,Intel Xeon Gold 6326,2048,95.25888889
AEGIS-128L,AEAD,Intel Xeon Gold 6326,4096,107.2933333
AEGIS-128L,AEAD,Intel Xeon Gold 6326,8192,113.0511111
AEGIS-128L,AEAD,Intel Xeon Gold 6326,16384,116.83
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,64,16.07
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,256,48.71
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,1024,93.11
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,2048,105.29
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,4096,111.41
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,8192,115.25
AEGIS-128L,Encryption Only,Intel Xeon Gold 6326,16384,117.98
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,64,19.97
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,256,41.82
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,1024,55.5
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,2048,59.27
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,4096,60.53
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,8192,62.11
AES-256-CTR,Encryption Only,Intel Xeon Gold 6326,16384,62.59
AES-256-GCM,AEAD,Intel Xeon Gold 6326,64,12.4096152
AES-256-GCM,AEAD,Intel Xeon Gold 6326,256,26.7344456
AES-256-GCM,AEAD,Intel Xeon Gold 6326,1024,36.4697884
AES-256-GCM,AEAD,Intel Xeon Gold 6326,2048,39.88229
AES-256-GCM,AEAD,Intel Xeon Gold 6326,4096,41.9069072
AES-256-GCM,AEAD,Intel Xeon Gold 6326,8192,43.51816
AES-256-GCM,AEAD,Intel Xeon Gold 6326,16384,43.91
HiAE,AEAD,Intel Xeon Gold 6326,64,10.29111111
HiAE,AEAD,Intel Xeon Gold 6326,256,45.09666667
HiAE,AEAD,Intel Xeon Gold 6326,1024,113.0244444
HiAE,AEAD,Intel Xeon Gold 6326,2048,149.1033333
HiAE,AEAD,Intel Xeon Gold 6326,4096,166.1366667
HiAE,AEAD,Intel Xeon Gold 6326,8192,182.58
HiAE,AEAD,Intel Xeon Gold 6326,16384,190.1555556
HiAE,Encryption Only,Intel Xeon Gold 6326,64,17.44
HiAE,Encryption Only,Intel Xeon Gold 6326,256,89.83
HiAE,Encryption Only,Intel Xeon Gold 6326,1024,162.27
HiAE,Encryption Only,Intel Xeon Gold 6326,2048,187.1
HiAE,Encryption Only,Intel Xeon Gold 6326,4096,189.3
HiAE,Encryption Only,Intel Xeon Gold 6326,8192,195.59
HiAE,Encryption Only,Intel Xeon Gold 6326,16384,202.42
Rocca,AEAD,Intel Xeon Gold 6326,64,8.53875
Rocca,AEAD,Intel Xeon Gold 6326,256,29.72555556
Rocca,AEAD,Intel Xeon Gold 6326,1024,77.62555556
Rocca,AEAD,Intel Xeon Gold 6326,2048,106.0222222
Rocca,AEAD,Intel Xeon Gold 6326,4096,128.0733333
Rocca,AEAD,Intel Xeon Gold 6326,8192,145.1055556
Rocca,AEAD,Intel Xeon Gold 6326,16384,155.2088889
Rocca,Encryption Only,Intel Xeon Gold 6326,64,13.25
Rocca,Encryption Only,Intel Xeon Gold 6326,256,42.07
Rocca,Encryption Only,Intel Xeon Gold 6326,1024,94.11
Rocca,Encryption Only,Intel Xeon Gold 6326,2048,120.79
Rocca,Encryption Only,Intel Xeon Gold 6326,4096,141.78
Rocca,Encryption Only,Intel Xeon Gold 6326,8192,153.96
Rocca,Encryption Only,Intel Xeon Gold 6326,16384,160.09
Rocca-S,AEAD,Intel Xeon Gold 6326,64,8.584444444
Rocca-S,AEAD,Intel Xeon Gold 6326,256,29.12444444
Rocca-S,AEAD,Intel Xeon Gold 6326,1024,73.27888889
Rocca-S,AEAD,Intel Xeon Gold 6326,2048,98.58111111
Rocca-S,AEAD,Intel Xeon Gold 6326,4096,118.7511111
Rocca-S,AEAD,Intel Xeon Gold 6326,8192,132.5022222
Rocca-S,AEAD,Intel Xeon Gold 6326,16384,140.8366667
Rocca-S,Encryption Only,Intel Xeon Gold 6326,64,15
Rocca-S,Encryption Only,Intel Xeon Gold 6326,256,45.59
Rocca-S,Encryption Only,Intel Xeon Gold 6326,1024,93.68
Rocca-S,Encryption Only,Intel Xeon Gold 6326,2048,113.19
Rocca-S,Encryption Only,Intel Xeon Gold 6326,4096,131.07
Rocca-S,Encryption Only,Intel Xeon Gold 6326,8192,140.46
Rocca-S,Encryption Only,Intel Xeon Gold 6326,16384,145.35
SNOW-V,Encryption Only,Intel Xeon Gold 6326,64,3.6
SNOW-V,Encryption Only,Intel Xeon Gold 6326,256,12.5
SNOW-V,Encryption Only,Intel Xeon Gold 6326,1024,30.88
SNOW-V,Encryption Only,Intel Xeon Gold 6326,2048,37.15
SNOW-V,Encryption Only,Intel Xeon Gold 6326,4096,40.4
SNOW-V,Encryption Only,Intel Xeon Gold 6326,8192,42.85
SNOW-V,Encryption Only,Intel Xeon Gold 6326,16384,44.19
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,64,7.245555556
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,256,11.68555556
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,1024,13.80333333
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,2048,14.20222222
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,4096,14.44111111
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,8192,14.56
SNOW-V-GCM,AEAD,Intel Xeon Gold 6326,16384,14.61777778
AEGIS-128L,AEAD,Intel Xeon W9 3495X,64,11.51222222
AEGIS-128L,AEAD,Intel Xeon W9 3495X,256,35.42666667
AEGIS-128L,AEAD,Intel Xeon W9 3495X,1024,72.75222222
AEGIS-128L,AEAD,Intel Xeon W9 3495X,2048,88.4
AEGIS-128L,AEAD,Intel Xeon W9 3495X,4096,98.99333333
AEGIS-128L,AEAD,Intel Xeon W9 3495X,8192,105.1877778
AEGIS-128L,AEAD,Intel Xeon W9 3495X,16384,108.7044444
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,64,19.48
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,256,41.73
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,1024,76.92
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,2048,88.45
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,4096,95.5
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,8192,99.03
AEGIS-128L,Encryption Only,Intel Xeon W9 3495X,16384,105.68
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,64,18.17
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,256,36.58
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,1024,44.98
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,2048,46.79
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,4096,46.71
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,8192,48.17
AES-256-CTR,Encryption Only,Intel Xeon W9 3495X,16384,48.3
AES-256-GCM,AEAD,Intel Xeon W9 3495X,64,13.1061336
AES-256-GCM,AEAD,Intel Xeon W9 3495X,256,25.018814
AES-256-GCM,AEAD,Intel Xeon W9 3495X,1024,32.869628
AES-256-GCM,AEAD,Intel Xeon W9 3495X,2048,35.0250756
AES-256-GCM,AEAD,Intel Xeon W9 3495X,4096,36.5077132
AES-256-GCM,AEAD,Intel Xeon W9 3495X,8192,36.32086368
AES-256-GCM,AEAD,Intel Xeon W9 3495X,16384,36.66
HiAE,AEAD,Intel Xeon W9 3495X,64,9.35
HiAE,AEAD,Intel Xeon W9 3495X,256,41.04444444
HiAE,AEAD,Intel Xeon W9 3495X,1024,98.40777778
HiAE,AEAD,Intel Xeon W9 3495X,2048,127.4611111
HiAE,AEAD,Intel Xeon W9 3495X,4096,148.4444444
HiAE,AEAD,Intel Xeon W9 3495X,8192,162.9177778
HiAE,AEAD,Intel Xeon W9 3495X,16384,171.1911111
HiAE,Encryption Only,Intel Xeon W9 3495X,64,16.71
HiAE,Encryption Only,Intel Xeon W9 3495X,256,81.88
HiAE,Encryption Only,Intel Xeon W9 3495X,1024,138.36
HiAE,Encryption Only,Intel Xeon W9 3495X,2048,157.26
HiAE,Encryption Only,Intel Xeon W9 3495X,4096,167.76
HiAE,Encryption Only,Intel Xeon W9 3495X,8192,173.84
HiAE,Encryption Only,Intel Xeon W9 3495X,16384,176.99
Rocca,AEAD,Intel Xeon W9 3495X,64,3.90375
Rocca,AEAD,Intel Xeon W9 3495X,256,14.29888889
Rocca,AEAD,Intel Xeon W9 3495X,1024,37.95
Rocca,AEAD,Intel Xeon W9 3495X,2048,59.01333333
Rocca,AEAD,Intel Xeon W9 3495X,4096,81.45222222
Rocca,AEAD,Intel Xeon W9 3495X,8192,101.9666667
Rocca,AEAD,Intel Xeon W9 3495X,16384,116.02
Rocca,Encryption Only,Intel Xeon W9 3495X,64,11.51
Rocca,Encryption Only,Intel Xeon W9 3495X,256,29.6
Rocca,Encryption Only,Intel Xeon W9 3495X,1024,61.95
Rocca,Encryption Only,Intel Xeon W9 3495X,2048,80.62
Rocca,Encryption Only,Intel Xeon W9 3495X,4096,98.96
Rocca,Encryption Only,Intel Xeon W9 3495X,8192,112.7
Rocca,Encryption Only,Intel Xeon W9 3495X,16384,124.95
Rocca-S,AEAD,Intel Xeon W9 3495X,64,3.46875
Rocca-S,AEAD,Intel Xeon W9 3495X,256,12.465
Rocca-S,AEAD,Intel Xeon W9 3495X,1024,33.52333333
Rocca-S,AEAD,Intel Xeon W9 3495X,2048,52.74555556
Rocca-S,AEAD,Intel Xeon W9 3495X,4096,74.80333333
Rocca-S,AEAD,Intel Xeon W9 3495X,8192,96.26333333
Rocca-S,AEAD,Intel Xeon W9 3495X,16384,111.7622222
Rocca-S,Encryption Only,Intel Xeon W9 3495X,64,9.06
Rocca-S,Encryption Only,Intel Xeon W9 3495X,256,23.08
Rocca-S,Encryption Only,Intel Xeon W9 3495X,1024,54.17
