Cipher,Mode,CPU,Length,Speed
Rocca-S,Encryption Only,Intel Xeon W9 3495X,2048,70
Rocca-S,Encryption Only,Intel Xeon W9 3495X,4096,88.86
Rocca-S,Encryption Only,Intel Xeon W9 3495X,8192,105.48
Rocca-S,Encryption Only,Intel Xeon W9 3495X,16384,120.3
SNOW-V,Encryption Only,Intel Xeon W9 3495X,64,3.91
SNOW-V,Encryption Only,Intel Xeon W9 3495X,256,11.87
SNOW-V,Encryption Only,Intel Xeon W9 3495X,1024,23.35
SNOW-V,Encryption Only,Intel Xeon W9 3495X,2048,27.74
SNOW-V,Encryption Only,Intel Xeon W9 3495X,4096,31.5
SNOW-V,Encryption Only,Intel Xeon W9 3495X,8192,35.15
SNOW-V,Encryption Only,Intel Xeon W9 3495X,16384,34.4
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,64,6.941111111
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,256,10.70222222
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,1024,12.38444444
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,2048,12.72777778
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,4096,12.91
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,8192,12.995
SNOW-V-GCM,AEAD,Intel Xeon W9 3495X,16384,13.03555556
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,6.87
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,27.27
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,66.17
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,88.67
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,104.5
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,115
HiAE,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,120.85
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,4.68
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,19.2
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,52.88
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,74.06
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,92.8
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,106.56
HiAE,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,115.32
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,13.16
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,37.53
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,72.99
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,86.65
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,95.58
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,101.29
Rocca,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,103.85
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,10.41
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,32.14
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,67.57
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,82.35
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,94.5
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,99.37
Rocca,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,99.72
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,10.56
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,30.34
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,58.3
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,68.79
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,77.32
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,80.18
Rocca-S,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,79.86
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,8.44
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,26.08
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,54.04
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,66.3
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,73.97
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,79.96
Rocca-S,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,83.45
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,11.49
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,31.05
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,54.07
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,61.79
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,66.36
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,69.45
AEGIS-128L,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,71.12
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,8.04
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,23.05
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,46.88
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,56.52
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,62.3
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,66.77
AEGIS-128L,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,68.41
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,4.71
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,14.41
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,26.23
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,30.15
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,32.99
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,34.55
AES-256-CTR,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,35.48
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,3.17
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,5.72
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,6.96
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,7.21
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,7.36
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,7.36
AES-256-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,7.51
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,1.36
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,5.45
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,11.09
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,17.97
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,18.13
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,18.65
SNOW-V,Encryption Only,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,18.94
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),64,3.02
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),256,4.6
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),1024,5.29
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),2048,5.43
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),4096,5.5
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),8192,5.54
SNOW-V-GCM,AEAD,Qualcomm Snapdragon 8+ Gen1 (Mate 50),16384,5.55
